case_id,slice_idx,pseudo_path,confidence_path,probability_path,fg_conf_threshold,bg_conf_threshold,min_area,pseudo_pixels,confidence_pixels,confidence_ratio,scribble_pixels,gt_pixels,pseudo_dice_against_gt_for_analysis_only,has_infection
coronacases_002,17,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0017.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0017.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0017.npy,0.85,0.05,5,0,65536,1.0,0,0,1.0,False
coronacases_002,18,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0018.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0018.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0018.npy,0.85,0.05,5,0,65536,1.0,0,0,1.0,False
coronacases_002,19,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0019.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0019.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0019.npy,0.85,0.05,5,0,65536,1.0,0,0,1.0,False
coronacases_002,20,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0020.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0020.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0020.npy,0.85,0.05,5,0,65536,1.0,0,0,1.0,False
coronacases_002,21,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0021.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0021.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0021.npy,0.85,0.05,5,0,65536,1.0,0,0,1.0,False
coronacases_002,22,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0022.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0022.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0022.npy,0.85,0.05,5,0,65536,1.0,0,0,1.0,False
coronacases_002,23,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0023.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0023.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0023.npy,0.85,0.05,5,0,65536,1.0,0,0,1.0,False
coronacases_002,24,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0024.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0024.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0024.npy,0.85,0.05,5,0,65536,1.0,0,0,1.0,False
coronacases_002,25,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0025.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0025.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0025.npy,0.85,0.05,5,20,65513,0.9996490478515625,4,34,0.7407407164573669,True
coronacases_002,26,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0026.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0026.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0026.npy,0.85,0.05,5,50,65504,0.99951171875,4,43,0.7526881694793701,True
coronacases_002,27,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0027.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0027.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0027.npy,0.85,0.05,5,95,65478,0.999114990234375,8,123,0.8256880640983582,True
coronacases_002,28,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0028.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0028.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0028.npy,0.85,0.05,5,154,65489,0.9992828369140625,4,150,0.9013158082962036,True
coronacases_002,29,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0029.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0029.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0029.npy,0.85,0.05,5,181,65467,0.9989471435546875,4,171,0.9090909361839294,True
coronacases_002,30,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0030.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0030.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0030.npy,0.85,0.05,5,228,65452,0.99871826171875,12,250,0.8702929019927979,True
coronacases_002,31,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0031.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0031.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0031.npy,0.85,0.05,5,240,65444,0.99859619140625,4,223,0.8768898248672485,True
coronacases_002,32,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0032.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0032.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0032.npy,0.85,0.05,5,280,65440,0.99853515625,11,253,0.889305830001831,True
coronacases_002,33,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0033.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0033.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0033.npy,0.85,0.05,5,305,65428,0.99835205078125,7,338,0.861586332321167,True
coronacases_002,34,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0034.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0034.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0034.npy,0.85,0.05,5,314,65444,0.99859619140625,8,305,0.882067859172821,True
coronacases_002,35,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0035.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0035.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0035.npy,0.85,0.05,5,325,65450,0.998687744140625,6,295,0.874193549156189,True
coronacases_002,36,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0036.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0036.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0036.npy,0.85,0.05,5,306,65440,0.99853515625,4,293,0.8848080039024353,True
coronacases_002,37,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0037.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0037.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0037.npy,0.85,0.05,5,302,65452,0.99871826171875,8,307,0.9031198620796204,True
coronacases_002,38,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0038.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0038.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0038.npy,0.85,0.05,5,270,65445,0.9986114501953125,7,311,0.8950086236000061,True
coronacases_002,39,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0039.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0039.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0039.npy,0.85,0.05,5,279,65450,0.998687744140625,4,304,0.8987993001937866,True
coronacases_002,40,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0040.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0040.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0040.npy,0.85,0.05,5,267,65468,0.99896240234375,4,314,0.912220299243927,True
coronacases_002,41,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0041.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0041.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0041.npy,0.85,0.05,5,267,65487,0.9992523193359375,12,267,0.8913857936859131,True
coronacases_002,42,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0042.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0042.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0042.npy,0.85,0.05,5,277,65491,0.9993133544921875,6,261,0.9405204653739929,True
coronacases_002,43,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0043.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0043.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0043.npy,0.85,0.05,5,278,65479,0.9991302490234375,12,254,0.8872180581092834,True
coronacases_002,44,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0044.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0044.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0044.npy,0.85,0.05,5,307,65480,0.9991455078125,7,282,0.8896434903144836,True
coronacases_002,45,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0045.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0045.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0045.npy,0.85,0.05,5,299,65482,0.999176025390625,12,324,0.8796147704124451,True
coronacases_002,46,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0046.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0046.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0046.npy,0.85,0.05,5,315,65492,0.99932861328125,8,260,0.8069565296173096,True
coronacases_002,47,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0047.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0047.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0047.npy,0.85,0.05,5,303,65487,0.9992523193359375,8,272,0.8730434775352478,True
coronacases_002,48,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0048.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0048.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0048.npy,0.85,0.05,5,296,65484,0.99920654296875,12,263,0.8622540235519409,True
coronacases_002,49,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0049.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0049.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0049.npy,0.85,0.05,5,303,65485,0.9992218017578125,8,276,0.8773747682571411,True
coronacases_002,50,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0050.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0050.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0050.npy,0.85,0.05,5,294,65481,0.9991607666015625,15,258,0.8695651888847351,True
coronacases_002,51,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0051.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0051.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0051.npy,0.85,0.05,5,294,65471,0.9990081787109375,14,269,0.8703374862670898,True
coronacases_002,52,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0052.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0052.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0052.npy,0.85,0.05,5,278,65463,0.9988861083984375,12,260,0.910780668258667,True
coronacases_002,53,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0053.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0053.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0053.npy,0.85,0.05,5,274,65478,0.999114990234375,8,250,0.9312977194786072,True
coronacases_002,54,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0054.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0054.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0054.npy,0.85,0.05,5,262,65442,0.998565673828125,12,275,0.8938547372817993,True
coronacases_002,55,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0055.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0055.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0055.npy,0.85,0.05,5,252,65388,0.99774169921875,8,274,0.8973383903503418,True
coronacases_002,56,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0056.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0056.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0056.npy,0.85,0.05,5,245,65431,0.9983978271484375,8,250,0.8646464943885803,True
coronacases_002,57,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0057.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0057.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0057.npy,0.85,0.05,5,242,65430,0.998382568359375,16,252,0.862348198890686,True
coronacases_002,58,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0058.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0058.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0058.npy,0.85,0.05,5,216,65365,0.9973907470703125,4,220,0.8990825414657593,True
coronacases_002,59,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0059.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0059.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0059.npy,0.85,0.05,5,202,65430,0.998382568359375,8,209,0.8515815138816833,True
coronacases_002,60,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0060.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0060.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0060.npy,0.85,0.05,5,192,65449,0.9986724853515625,8,185,0.8222811818122864,True
coronacases_002,61,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0061.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0061.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0061.npy,0.85,0.05,5,188,65463,0.9988861083984375,8,174,0.8121547102928162,True
coronacases_002,62,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0062.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0062.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0062.npy,0.85,0.05,5,190,65402,0.997955322265625,8,189,0.8073878884315491,True
coronacases_002,63,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_labels_strict/coronacases_002_slice_0063.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels/teacher_tta_confidence_strict/coronacases_002_slice_0063.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities_strict/coronacases_002_slice_0063.npy,0.85,0.05,5,199,65376,0.99755859375,8,185,0.734375,True
