split,case_id,slice_idx,image_prev_path,image_path,image_next_path,infection_mask_path,lung_mask_path,pseudo_label_path,confidence_mask_path,teacher_prob_mean,pseudo_pixels,confidence_pixels,confidence_ratio,pseudo_dice_vs_gt,scribble_pixels
train,coronacases_002,17,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0016.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0017.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0018.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0017.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0017.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0017.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0017.npy,4.894378236031116e-08,0,1684,0.02569580078125,1.0,0
train,coronacases_002,18,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0017.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0018.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0019.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0018.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0018.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0018.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0018.npy,5.8601621333309595e-08,0,1839,0.0280609130859375,1.0,0
train,coronacases_002,19,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0018.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0019.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0020.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0019.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0019.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0019.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0019.npy,5.8172268779799197e-08,0,1973,0.0301055908203125,1.0,0
train,coronacases_002,20,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0019.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0020.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0021.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0020.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0020.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0020.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0020.npy,5.672095326758608e-08,0,2310,0.035247802734375,1.0,0
train,coronacases_002,21,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0020.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0021.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0022.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0021.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0021.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0021.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0021.npy,6.57143388593795e-08,0,2571,0.0392303466796875,1.0,0
train,coronacases_002,22,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0021.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0022.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0023.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0022.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0022.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0022.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0022.npy,6.913359129612218e-08,0,2651,0.0404510498046875,1.0,0
train,coronacases_002,23,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0022.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0023.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0024.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0023.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0023.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0023.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0023.npy,8.307509347105224e-08,0,3194,0.048736572265625,1.0,0
train,coronacases_002,24,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0023.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0024.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0025.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0024.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0024.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0024.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0024.npy,1.0604430400462661e-07,0,3327,0.0507659912109375,1.0,0
train,coronacases_002,25,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0024.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0025.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0026.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0025.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0025.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0025.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0025.npy,0.0001860789197962731,4,3559,0.0543060302734375,0.210526317867036,4
train,coronacases_002,26,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0025.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0026.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0027.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0026.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0026.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0026.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0026.npy,0.0007413935963995755,39,3668,0.05596923828125,0.7804878051457466,4
train,coronacases_002,27,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0026.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0027.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0028.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0027.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0027.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0027.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0027.npy,0.001371316728182137,72,4174,0.063690185546875,0.7282051283445102,8
train,coronacases_002,28,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0027.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0028.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0029.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0028.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0028.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0028.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0028.npy,0.0020522046834230423,119,4259,0.0649871826171875,0.8624535316496454,4
train,coronacases_002,29,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0028.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0029.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0030.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0029.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0029.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0029.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0029.npy,0.002756082685664296,156,4333,0.0661163330078125,0.905198776787401,4
train,coronacases_002,30,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0029.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0030.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0031.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0030.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0030.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0030.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0030.npy,0.0034844959154725075,196,4769,0.0727691650390625,0.8430493273894508,12
train,coronacases_002,31,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0030.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0031.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0032.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0031.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0031.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0031.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0031.npy,0.003768917638808489,217,4847,0.0739593505859375,0.8727272727561983,4
train,coronacases_002,32,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0031.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0032.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0033.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0032.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0032.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0032.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0032.npy,0.004026389680802822,235,4791,0.0731048583984375,0.8811475410079616,11
train,coronacases_002,33,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0032.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0033.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0034.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0033.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0033.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0033.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0033.npy,0.004413524642586708,256,5337,0.0814361572265625,0.8215488215788639,7
train,coronacases_002,34,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0033.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0034.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0035.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0034.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0034.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0034.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0034.npy,0.004816192202270031,281,5444,0.08306884765625,0.887372013671097,8
train,coronacases_002,35,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0034.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0035.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0036.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0035.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0035.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0035.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0035.npy,0.004863277077674866,289,5446,0.083099365234375,0.8904109589228748,6
train,coronacases_002,36,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0035.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0036.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0037.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0036.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0036.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0036.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0036.npy,0.0048815165646374226,282,5629,0.0858917236328125,0.897391304365671,4
train,coronacases_002,37,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0036.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0037.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0038.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0037.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0037.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0037.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0037.npy,0.004841904155910015,267,5977,0.0912017822265625,0.8919860627365878,8
train,coronacases_002,38,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0037.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0038.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0039.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0038.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0038.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0038.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0038.npy,0.0045769852586090565,267,5994,0.091461181640625,0.8996539792561152,7
train,coronacases_002,39,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0038.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0039.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/images/coronacases_002_slice_0040.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/infection_masks/coronacases_002_slice_0039.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/processed/lung_masks/coronacases_002_slice_0039.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/pseudo_labels_25d_strict/coronacases_002_slice_0039.npy,/kaggle/working/scribble-uncertainty-lung-segmentation/data/confidence_masks_25d_strict/coronacases_002_slice_0039.npy,0.004396817646920681,256,6125,0.0934600830078125,0.8785714285931123,4
