split,case_id,slice_idx,teacher_prob_path,image_path,infection_mask_path,lung_mask_path,scribble_path,prob_min,prob_max,prob_mean
test,study_0256,27,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0027_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_027.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_027.npy,data/dataset2_mosmed/scribbles/study_0256_slice_027.npy,1.4673183613922447e-05,0.999999463558197,0.02452067658305168
test,study_0256,28,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0028_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_028.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_028.npy,data/dataset2_mosmed/scribbles/study_0256_slice_028.npy,2.3603621229995042e-05,0.9999963641166687,0.020851274952292442
test,study_0256,29,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0029_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_029.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_029.npy,data/dataset2_mosmed/scribbles/study_0256_slice_029.npy,1.744046858220827e-05,0.9999950528144836,0.022356238216161728
test,study_0256,30,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0030_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_030.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_030.npy,data/dataset2_mosmed/scribbles/study_0256_slice_030.npy,2.1947658751741983e-05,0.9999954104423523,0.020475920289754868
test,study_0256,31,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0031_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_031.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_031.npy,data/dataset2_mosmed/scribbles/study_0256_slice_031.npy,9.414361556991935e-06,0.9999990463256836,0.014555718749761581
test,study_0256,32,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0032_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_032.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_032.npy,data/dataset2_mosmed/scribbles/study_0256_slice_032.npy,1.8388309399597347e-05,0.999998152256012,0.009175145998597145
test,study_0256,33,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0033_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_033.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_033.npy,data/dataset2_mosmed/scribbles/study_0256_slice_033.npy,1.2730185517284553e-05,0.9997714757919312,0.0036597023718059063
test,study_0256,34,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0034_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_034.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_034.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_034.npy,data/dataset2_mosmed/scribbles/study_0256_slice_034.npy,1.7090766050387174e-05,0.030724652111530304,0.000348542642313987
test,study_0256,35,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0256_slice_0035_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0256_slice_035.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_035.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_035.npy,data/dataset2_mosmed/scribbles/study_0256_slice_035.npy,0.0002697681775316596,0.32351186871528625,0.046833500266075134
test,study_0261,2,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0002_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_002.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_002.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_002.npy,data/dataset2_mosmed/scribbles/study_0261_slice_002.npy,0.0001510695437900722,0.24019888043403625,0.0061972616240382195
test,study_0261,3,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0003_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_003.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_003.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_003.npy,data/dataset2_mosmed/scribbles/study_0261_slice_003.npy,2.1314890545909293e-05,0.18336747586727142,0.0003814235678873956
test,study_0261,4,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0004_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_004.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_004.npy,data/dataset2_mosmed/scribbles/study_0261_slice_004.npy,3.091678081545979e-05,0.9993957877159119,0.0017086728475987911
test,study_0261,5,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0005_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_005.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_005.npy,data/dataset2_mosmed/scribbles/study_0261_slice_005.npy,3.187276888638735e-06,0.9998375177383423,0.0015285947592929006
test,study_0261,6,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0006_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_006.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_006.npy,data/dataset2_mosmed/scribbles/study_0261_slice_006.npy,2.6966304744746594e-09,0.9999865293502808,0.004039366729557514
test,study_0261,7,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0007_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_007.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_007.npy,data/dataset2_mosmed/scribbles/study_0261_slice_007.npy,1.9526141841197386e-06,0.31553417444229126,0.0006046743365004659
test,study_0261,8,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0008_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_008.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_008.npy,data/dataset2_mosmed/scribbles/study_0261_slice_008.npy,1.8211758856523375e-07,0.15598393976688385,0.0005635007400996983
test,study_0261,9,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0009_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_009.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_009.npy,data/dataset2_mosmed/scribbles/study_0261_slice_009.npy,1.0227756419567413e-09,0.1798001229763031,0.0004634321667253971
test,study_0261,10,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0010_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_010.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_010.npy,data/dataset2_mosmed/scribbles/study_0261_slice_010.npy,2.873368612199556e-05,0.2309836596250534,0.0004698749980889261
test,study_0261,11,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0011_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_011.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_011.npy,data/dataset2_mosmed/scribbles/study_0261_slice_011.npy,3.693409598781727e-05,0.9999947547912598,0.0034067535307258368
test,study_0261,12,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0012_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_012.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_012.npy,data/dataset2_mosmed/scribbles/study_0261_slice_012.npy,4.1327017243020236e-05,1.0,0.00895544234663248
test,study_0261,13,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0013_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_013.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_013.npy,data/dataset2_mosmed/scribbles/study_0261_slice_013.npy,3.601831122068688e-05,0.9999997615814209,0.008248561061918736
test,study_0261,14,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0014_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_014.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_014.npy,data/dataset2_mosmed/scribbles/study_0261_slice_014.npy,2.3339345716522075e-05,0.9999998807907104,0.0076774838380515575
test,study_0261,15,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0015_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_015.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_015.npy,data/dataset2_mosmed/scribbles/study_0261_slice_015.npy,5.511943163583055e-05,0.9998714923858643,0.0016919684130698442
test,study_0261,16,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0016_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_016.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_016.npy,data/dataset2_mosmed/scribbles/study_0261_slice_016.npy,4.176138827460818e-05,0.5280587673187256,0.0007532953750342131
test,study_0261,17,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0017_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_017.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_017.npy,data/dataset2_mosmed/scribbles/study_0261_slice_017.npy,3.2646581530570984e-05,0.967797040939331,0.0016783063765615225
test,study_0261,18,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0018_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_018.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_018.npy,data/dataset2_mosmed/scribbles/study_0261_slice_018.npy,6.991913687670603e-05,0.4914109706878662,0.000823678623419255
test,study_0261,19,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0019_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_019.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_019.npy,data/dataset2_mosmed/scribbles/study_0261_slice_019.npy,4.808473022421822e-05,0.7576066851615906,0.0005507589085027575
test,study_0261,20,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0020_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_020.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_020.npy,data/dataset2_mosmed/scribbles/study_0261_slice_020.npy,3.2650983484927565e-05,0.9999942183494568,0.004318322520703077
test,study_0261,21,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0021_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_021.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_021.npy,data/dataset2_mosmed/scribbles/study_0261_slice_021.npy,3.928561636712402e-05,0.9994958639144897,0.001872320775873959
test,study_0261,22,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0022_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_022.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_022.npy,data/dataset2_mosmed/scribbles/study_0261_slice_022.npy,4.552811515168287e-05,0.24699202179908752,0.0004118307842873037
test,study_0261,23,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0023_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_023.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_023.npy,data/dataset2_mosmed/scribbles/study_0261_slice_023.npy,5.274633440421894e-05,0.523635983467102,0.0006861204747110605
test,study_0261,24,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0024_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_024.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_024.npy,data/dataset2_mosmed/scribbles/study_0261_slice_024.npy,6.105941429268569e-05,0.34874793887138367,0.0006440880242735147
test,study_0261,25,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0025_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_025.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_025.npy,data/dataset2_mosmed/scribbles/study_0261_slice_025.npy,1.4760948033654131e-05,0.9999995231628418,0.003029142739251256
test,study_0261,26,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0026_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_026.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_026.npy,data/dataset2_mosmed/scribbles/study_0261_slice_026.npy,1.9294348021503538e-05,0.9999988079071045,0.0018393481150269508
test,study_0261,27,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0027_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_027.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_027.npy,data/dataset2_mosmed/scribbles/study_0261_slice_027.npy,2.5017576263053343e-05,0.04127955064177513,0.00024610431864857674
test,study_0261,28,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0261_slice_0028_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0261_slice_028.npy,data/dataset2_mosmed/processed/infection_masks/study_0261_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0261_slice_028.npy,data/dataset2_mosmed/scribbles/study_0261_slice_028.npy,0.00024501976440660655,0.23986124992370605,0.020189862698316574
test,study_0262,4,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0262_slice_0004_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0262_slice_004.npy,data/dataset2_mosmed/processed/infection_masks/study_0262_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0262_slice_004.npy,data/dataset2_mosmed/scribbles/study_0262_slice_004.npy,0.0001817531301639974,0.30113667249679565,0.020804673433303833
test,study_0262,5,outputs_dataset2/predictions/mosmed_teacher_highsens_tta_probabilities/test/study_0262_slice_0005_teacher_prob.npy,data/dataset2_mosmed/processed/images/study_0262_slice_005.npy,data/dataset2_mosmed/processed/infection_masks/study_0262_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0262_slice_005.npy,data/dataset2_mosmed/scribbles/study_0262_slice_005.npy,9.00634186109528e-05,0.26308730244636536,0.003178936894983053
