split,filename,source,case_id,slice_idx,teacher_prob_path,image_path,infection_mask_path,scribble_path,prob_min,prob_max,prob_mean,prob_std
train,Jun_coronacases_case10_110.png,Jun,Jun_coronacases_case10,110,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_110_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_110.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_110.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_110.npy,8.34806814964395e-06,1.0,0.027177834883332253,0.1570449322462082
train,Jun_coronacases_case10_111.png,Jun,Jun_coronacases_case10,111,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_111_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_111.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_111.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_111.npy,7.935994290164672e-06,1.0,0.028399206697940826,0.15983612835407257
train,Jun_coronacases_case10_112.png,Jun,Jun_coronacases_case10,112,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_112_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_112.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_112.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_112.npy,8.315107152156997e-06,1.0,0.02976400777697563,0.16371957957744598
train,Jun_coronacases_case10_113.png,Jun,Jun_coronacases_case10,113,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_113_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_113.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_113.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_113.npy,8.25769438961288e-06,1.0,0.030021004378795624,0.16444267332553864
train,Jun_coronacases_case10_114.png,Jun,Jun_coronacases_case10,114,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_114_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_114.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_114.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_114.npy,7.774816367600579e-06,1.0,0.029718875885009766,0.16367211937904358
train,Jun_coronacases_case10_115.png,Jun,Jun_coronacases_case10,115,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_115_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_115.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_115.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_115.npy,7.301855930563761e-06,1.0,0.029966134577989578,0.1644562929868698
train,Jun_coronacases_case10_116.png,Jun,Jun_coronacases_case10,116,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_116_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_116.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_116.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_116.npy,7.962066774780396e-06,1.0,0.029877938330173492,0.16289778053760529
train,Jun_coronacases_case10_117.png,Jun,Jun_coronacases_case10,117,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_117_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_117.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_117.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_117.npy,8.354255442100111e-06,1.0,0.029141061007976532,0.161851704120636
train,Jun_coronacases_case10_118.png,Jun,Jun_coronacases_case10,118,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_118_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_118.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_118.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_118.npy,8.297624844999518e-06,1.0,0.029683992266654968,0.16316016018390656
train,Jun_coronacases_case10_119.png,Jun,Jun_coronacases_case10,119,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_119_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_119.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_119.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_119.npy,8.316313142131548e-06,1.0,0.02986958622932434,0.16395621001720428
train,Jun_coronacases_case10_120.png,Jun,Jun_coronacases_case10,120,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_120_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_120.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_120.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_120.npy,7.790110430505592e-06,1.0,0.0323498472571373,0.1702696979045868
train,Jun_coronacases_case10_121.png,Jun,Jun_coronacases_case10,121,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_121_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_121.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_121.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_121.npy,7.461644145223545e-06,1.0,0.032802604138851166,0.1713324934244156
train,Jun_coronacases_case10_122.png,Jun,Jun_coronacases_case10,122,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_122_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_122.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_122.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_122.npy,7.138343335100217e-06,1.0,0.03271426260471344,0.17160925269126892
train,Jun_coronacases_case10_123.png,Jun,Jun_coronacases_case10,123,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_123_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_123.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_123.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_123.npy,7.4071494964300655e-06,1.0,0.03289623185992241,0.17249014973640442
train,Jun_coronacases_case10_124.png,Jun,Jun_coronacases_case10,124,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_124_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_124.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_124.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_124.npy,8.302829883177765e-06,1.0,0.03141384571790695,0.16822728514671326
train,Jun_coronacases_case10_125.png,Jun,Jun_coronacases_case10,125,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_125_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_125.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_125.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_125.npy,7.899179763626307e-06,1.0,0.032197002321481705,0.17018668353557587
train,Jun_coronacases_case10_126.png,Jun,Jun_coronacases_case10,126,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_126_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_126.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_126.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_126.npy,8.03176862973487e-06,1.0,0.0320194773375988,0.17035742104053497
train,Jun_coronacases_case10_127.png,Jun,Jun_coronacases_case10,127,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_127_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_127.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_127.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_127.npy,8.182994861272164e-06,1.0,0.030568409711122513,0.16567634046077728
train,Jun_coronacases_case10_128.png,Jun,Jun_coronacases_case10,128,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_128_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_128.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_128.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_128.npy,8.099065780697856e-06,1.0,0.029823018237948418,0.16348044574260712
train,Jun_coronacases_case10_129.png,Jun,Jun_coronacases_case10,129,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_129_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_129.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_129.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_129.npy,7.618651579832658e-06,1.0,0.030048780143260956,0.16380172967910767
train,Jun_coronacases_case10_130.png,Jun,Jun_coronacases_case10,130,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_130_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_130.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_130.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_130.npy,7.246550921991002e-06,1.0,0.028081396594643593,0.15725398063659668
train,Jun_coronacases_case10_131.png,Jun,Jun_coronacases_case10,131,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_131_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_131.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_131.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_131.npy,7.468455351045122e-06,1.0,0.02642020396888256,0.15258075296878815
train,Jun_coronacases_case10_132.png,Jun,Jun_coronacases_case10,132,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_132_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_132.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_132.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_132.npy,7.536103566962993e-06,1.0,0.026660412549972534,0.1544022113084793
train,Jun_coronacases_case10_133.png,Jun,Jun_coronacases_case10,133,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_133_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_133.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_133.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_133.npy,6.953897354833316e-06,1.0,0.02600029483437538,0.1529894471168518
train,Jun_coronacases_case10_134.png,Jun,Jun_coronacases_case10,134,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_134_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_134.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_134.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_134.npy,7.455935246980516e-06,1.0,0.02652103453874588,0.1545717716217041
train,Jun_coronacases_case10_135.png,Jun,Jun_coronacases_case10,135,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_135_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_135.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_135.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_135.npy,7.0545329435844906e-06,1.0,0.02730746753513813,0.15683113038539886
train,Jun_coronacases_case10_136.png,Jun,Jun_coronacases_case10,136,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_136_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_136.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_136.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_136.npy,7.86058899393538e-06,1.0,0.027791738510131836,0.15860138833522797
train,Jun_coronacases_case10_137.png,Jun,Jun_coronacases_case10,137,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_137_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_137.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_137.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_137.npy,7.557430762972217e-06,1.0,0.029757291078567505,0.1635054498910904
train,Jun_coronacases_case10_138.png,Jun,Jun_coronacases_case10,138,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_138_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_138.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_138.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_138.npy,7.620858013979159e-06,1.0,0.029241807758808136,0.16217665374279022
train,Jun_coronacases_case10_139.png,Jun,Jun_coronacases_case10,139,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_139_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_139.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_139.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_139.npy,7.987454409885686e-06,1.0,0.028814909979701042,0.16105207800865173
train,Jun_coronacases_case10_140.png,Jun,Jun_coronacases_case10,140,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_140_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_140.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_140.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_140.npy,7.977655513968784e-06,1.0,0.028517505154013634,0.16057175397872925
train,Jun_coronacases_case10_141.png,Jun,Jun_coronacases_case10,141,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_141_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_141.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_141.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_141.npy,8.196920134651009e-06,1.0,0.028434501960873604,0.1599685698747635
train,Jun_coronacases_case10_142.png,Jun,Jun_coronacases_case10,142,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_142_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_142.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_142.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_142.npy,8.179005817510188e-06,1.0,0.02714773267507553,0.15499137341976166
train,Jun_coronacases_case10_143.png,Jun,Jun_coronacases_case10,143,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_143_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_143.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_143.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_143.npy,7.578313670819625e-06,1.0,0.024200977757573128,0.14685560762882233
train,Jun_coronacases_case10_144.png,Jun,Jun_coronacases_case10,144,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_144_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_144.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_144.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_144.npy,7.4621302701416425e-06,1.0,0.024140091612935066,0.14663982391357422
train,Jun_coronacases_case10_145.png,Jun,Jun_coronacases_case10,145,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_145_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_145.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_145.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_145.npy,7.665445991733577e-06,1.0,0.023797478526830673,0.1455947607755661
train,Jun_coronacases_case10_146.png,Jun,Jun_coronacases_case10,146,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_146_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_146.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_146.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_146.npy,8.260553840955254e-06,1.0,0.024195637553930283,0.1467113345861435
train,Jun_coronacases_case10_147.png,Jun,Jun_coronacases_case10,147,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_147_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_147.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_147.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_147.npy,8.19887009129161e-06,1.0,0.02371823787689209,0.145359605550766
train,Jun_coronacases_case10_148.png,Jun,Jun_coronacases_case10,148,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_148_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_148.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_148.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_148.npy,8.223149052355438e-06,1.0,0.02350653149187565,0.1447765976190567
train,Jun_coronacases_case10_149.png,Jun,Jun_coronacases_case10,149,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_149_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_149.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_149.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_149.npy,8.24448488856433e-06,1.0,0.025281837210059166,0.1503044068813324
train,Jun_coronacases_case10_150.png,Jun,Jun_coronacases_case10,150,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_150_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_150.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_150.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_150.npy,8.481969416607171e-06,1.0,0.025701377540826797,0.15233877301216125
train,Jun_coronacases_case10_151.png,Jun,Jun_coronacases_case10,151,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_151_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_151.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_151.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_151.npy,8.514971341355704e-06,1.0,0.026219811290502548,0.15421675145626068
train,Jun_coronacases_case10_152.png,Jun,Jun_coronacases_case10,152,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_152_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_152.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_152.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_152.npy,7.3240871643065475e-06,1.0,0.026715831831097603,0.1558232456445694
train,Jun_coronacases_case10_153.png,Jun,Jun_coronacases_case10,153,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_153_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_153.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_153.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_153.npy,6.3893421611282974e-06,1.0,0.026459533721208572,0.15524116158485413
train,Jun_coronacases_case10_154.png,Jun,Jun_coronacases_case10,154,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_154_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_154.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_154.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_154.npy,5.3400526667246595e-06,1.0,0.027450421825051308,0.15786761045455933
train,Jun_coronacases_case10_155.png,Jun,Jun_coronacases_case10,155,outputs_dataset2_covid_lesion/predictions/covid_lesion_teacher_tta_probabilities/train/Jun_coronacases_case10_155_teacher_prob.npy,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_155.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_155.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_155.npy,6.1520631788880564e-06,1.0,0.02728099934756756,0.15661391615867615
