category,score,path,relative_to_project,size_mb,suffix
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/reports/CASRNet_6x6_Slice_Scribble_Teacher_Lung_TTA_metadata.csv,outputs/reports/CASRNet_6x6_Slice_Scribble_Teacher_Lung_TTA_metadata.csv,0.002,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/reports/casrnet_25d_predicted_lesion_bounding_boxes_metadata.csv,outputs/reports/casrnet_25d_predicted_lesion_bounding_boxes_metadata.csv,0.002,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/reports/casrnet_lesion_targeted_gradcam_metadata_no_dice.csv,outputs/reports/casrnet_lesion_targeted_gradcam_metadata_no_dice.csv,0.001,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/reports/CASRNet_5x5_Slice_Scribble_Teacher_LungConstraint_metadata.csv,outputs/reports/CASRNet_5x5_Slice_Scribble_Teacher_LungConstraint_metadata.csv,0.001,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/reports/casrnet_lesion_targeted_gradcam_metadata.csv,outputs/reports/casrnet_lesion_targeted_gradcam_metadata.csv,0.001,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_ablation_study_full.csv,outputs/tables/casrnet_ablation_study_full.csv,0.001,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_ablation_study_paper_ready.csv,outputs/tables/casrnet_ablation_study_paper_ready.csv,0.001,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_ablation_study_compact.csv,outputs/tables/casrnet_ablation_study_compact.csv,0.001,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/reports/casrnet_gradcam_visualization_metadata.csv,outputs/reports/casrnet_gradcam_visualization_metadata.csv,0.0,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_ablation_clean_paper_ready.csv,outputs/tables/casrnet_ablation_clean_paper_ready.csv,0.0,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_ablation_clean_real_gflops.csv,outputs/tables/casrnet_ablation_clean_real_gflops.csv,0.0,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/current_best_casrnet_result.csv,outputs/tables/current_best_casrnet_result.csv,0.0,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_25d_mean_std_metrics_table.csv,outputs/tables/casrnet_25d_mean_std_metrics_table.csv,0.0,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_25d_gflops.csv,outputs/tables/casrnet_25d_gflops.csv,0.0,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_2d_vs_25d_gflops.csv,outputs/tables/casrnet_2d_vs_25d_gflops.csv,0.0,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_ours_paper_ready_metrics.csv,outputs/tables/casrnet_ours_paper_ready_metrics.csv,0.0,.csv
csv_metric_or_report,1,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/tables/casrnet_ours_final_metric_summary.csv,outputs/tables/casrnet_ours_final_metric_summary.csv,0.0,.csv
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0079.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0079.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0311.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0311.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0266.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0266.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_40_slice_0074.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_40_slice_0074.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0073.npy,outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0073.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0070.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0070.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0363.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0363.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0128.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0128.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0166.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0166.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0214.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0214.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0263.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0263.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0161.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0161.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0249.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0249.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0108.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0108.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_4_slice_0009.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_4_slice_0009.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0371.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0371.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0016.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0016.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0113.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0113.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0055.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0055.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0207.npy,outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0207.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0172.npy,outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0172.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_40_slice_0023.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_40_slice_0023.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_29_slice_0002.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_29_slice_0002.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0151.npy,outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0151.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0114.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0114.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0125.npy,outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0125.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0071.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0071.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0200.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0200.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0132.npy,outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0132.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0173.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0173.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0244.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0244.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0130.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0130.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0062.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0062.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_14_slice_0041.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_14_slice_0041.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0179.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0179.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0160.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0160.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0048.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0048.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0138.npy,outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0138.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0236.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0236.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_4_slice_0011.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_4_slice_0011.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0033.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0033.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0261.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0261.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0108.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0108.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0245.npy,outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0245.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0172.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0172.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0124.npy,outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0124.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0137.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0137.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0050.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0050.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0122.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0122.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0190.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0190.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0129.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0129.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0135.npy,outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0135.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0339.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0339.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0114.npy,outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0114.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0028.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0028.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_4_slice_0029.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_4_slice_0029.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0184.npy,outputs/predictions/teacher_tta_probabilities/coronacases_010_slice_0184.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_14_slice_0011.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_14_slice_0011.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0180.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0180.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0022.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0022.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0169.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0169.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0160.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0160.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0118.npy,outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0118.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0053.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0053.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_14_slice_0078.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_14_slice_0078.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0049.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0049.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0062.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0062.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0151.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0151.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_40_slice_0043.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_40_slice_0043.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_29_slice_0004.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_29_slice_0004.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0091.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0091.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0163.npy,outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0163.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0136.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0136.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0139.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0139.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0231.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0231.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0088.npy,outputs/predictions/teacher_tta_probabilities/coronacases_002_slice_0088.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0308.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0308.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0104.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0104.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0114.npy,outputs/predictions/teacher_tta_probabilities/coronacases_008_slice_0114.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0155.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0155.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0293.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_10_slice_0293.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0088.npy,outputs/predictions/teacher_tta_probabilities/coronacases_005_slice_0088.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0053.npy,outputs/predictions/teacher_tta_probabilities/coronacases_006_slice_0053.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0194.npy,outputs/predictions/teacher_tta_probabilities/coronacases_007_slice_0194.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_29_slice_0021.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_29_slice_0021.npy,0.25,.npy
prediction_or_mask,4,/kaggle/working/scribble-uncertainty-lung-segmentation/outputs/predictions/teacher_tta_probabilities/radiopaedia_29_slice_0019.npy,outputs/predictions/teacher_tta_probabilities/radiopaedia_29_slice_0019.npy,0.25,.npy
